DATE,INDU Index,KRW Curncy,LMCADY Comdty,NKY Index,SHSZ300 Index,SX5E Index,USYC2Y10 Index,VIX Index
1982-05-17,845.32,724.55,,7619.39,,,-28.65,
1982-05-18,840.85,724.55,,7567.06,,,-25.65,
1982-05-19,835.9,725.35,,7572.15,,,-14.65,
1982-05-20,832.48,725.35,,7531.54,,,4.35,
1982-05-21,835.9,725.35,,7497.05,,,-5.65,
1982-05-22,,,,7484.26,,,,
1982-05-24,836.38,725.35,,7468.28,,,-4.65,
1982-05-25,834.57,725.35,,7428.4,,,-6.65,
1982-05-26,828.77,728.95,,7449.92,,,5.35,
1982-05-27,824.96,728.95,,7404.36,,,8.35,
1982-05-28,819.54,731.75,,7325.09,,,8.35,
1982-05-29,,,,7285.06,,,,
1982-05-31,,731.75,,7325.65,,,,
1982-06-01,814.97,731.75,,7368.66,,,0.35,
1982-06-02,816.88,734.75,,7344.9,,,-9.65,
1982-06-03,816.5,734.75,,7301.94,,,-0.65,
1982-06-04,804.98,735.75,,7300.54,,,-5.65,
1982-06-05,,,,7287.47,,,,
1982-06-07,804.03,735.75,,7242.39,,,-3.65,
1982-06-08,802.23,737.05,,7240.03,,,-6.65,
1982-06-09,795.57,737.05,,7233.03,,,-12.65,
1982-06-10,798.71,737.05,,7152.28,,,-10.65,
1982-06-11,809.74,738.55,,7195.46,,,-15.65,
1982-06-12,,,,7245.01,,,,
1982-06-14,801.85,738.55,,7242.58,,,-16.65,
1982-06-15,801.27,738.55,,7191.02,,,-20.65,
1982-06-16,796.9,738.55,,7142.39,,,-19.65,
1982-06-17,791.48,739.55,,7130.25,,,-31.65,
1982-06-18,788.62,739.55,,7127.7,,,-34.65,
1982-06-21,789.95,740.05,,7091.11,,,-29.65,
1982-06-22,799.66,740.05,,7127.96,,,-24.65,
1982-06-23,813.17,740.05,,7154.63,,,-23.65,
1982-06-24,810.41,740.05,,7152.58,,,-24.65,
1982-06-25,803.08,741.3,,7202.45,,,-22.65,
1982-06-26,,,,7203.9,,,,
1982-06-28,811.93,741.3,,7204.19,,,-20.65,
1982-06-29,812.21,741.3,,7180.7,,,-22.65,
1982-06-30,811.93,741.3,,7213.87,,,-22.65,
1982-07-01,803.27,741.3,,7179.38,,,-20.65,
1982-07-02,796.99,744,,7084.87,,,-21.65,
1982-07-03,,,,7086,,,,
1982-07-05,,744,,7081.1,,,,
1982-07-06,798.9,744,,7019.56,,,-24.65,
1982-07-07,799.66,744,,7035.11,,,-19.65,
1982-07-08,804.98,744,,6961.91,,,-7.65,
1982-07-09,814.12,744,,6991.56,,,-2.65,
1982-07-10,,,,7104.57,,,,
1982-07-12,824.87,744,,7146.69,,,0.35,
1982-07-13,824.2,744,,7189.01,,,-11.65,
1982-07-14,828.39,744,,7155,,,-13.65,
1982-07-15,827.34,744,,7197.77,,,-11.65,
1982-07-16,828.67,741.65,,7175.89,,,-1.65,
1982-07-19,826.1,741.65,,7237.8,,,15.35,
1982-07-20,833.43,741.65,,7212.5,,,25.35,
1982-07-21,832.19,741.65,,7210.56,,,46.35,
1982-07-22,832,741.65,,7227.37,,,46.35,
1982-07-23,830.57,743,,7220.51,,,51.35,
1982-07-24,,,,7230.01,,,,
1982-07-26,825.44,743,,7203.94,,,57.35,
1982-07-27,822.77,743,,7198.04,,,50.35,
1982-07-28,811.83,743,,7192.59,,,51.35,
1982-07-29,812.21,743,,7145.87,,,40.35,
1982-07-30,808.6,743.8,,7122.08,,,50.35,
1982-07-31,,,,7189.94,,,,
1982-08-02,822.11,743.8,,7208.29,,,58.35,
1982-08-03,816.4,743.8,,7213.41,,,60.35,
1982-08-04,803.46,743.8,,7166.28,,,74.35,
1982-08-05,795.85,743.8,,7092.67,,,61.35,
1982-08-06,784.34,743.8,,7068.28,,,60.35,
1982-08-07,,,,7039.14,,,,
1982-08-09,780.35,743.8,,6976.17,,,61.35,
1982-08-10,779.3,743.8,,6928.3,,,53.35,
1982-08-11,777.21,743.8,,6885.21,,,55.35,
1982-08-12,776.92,743.8,,6880.23,,,61.35,
1982-08-13,788.05,744.9,,6927.69,,,44.35,
1982-08-14,,,,6954.37,,,,
1982-08-16,792.43,744.9,,6939.43,,,72.35,
1982-08-17,831.24,744.9,,6864.56,,,81.35,
1982-08-18,829.43,744.9,,6990.81,,,80.35,
1982-08-19,838.57,744.9,,6967.78,,,85.35,
1982-08-20,869.29,744.9,,6968.46,,,103.35,
1982-08-23,891.17,744.9,,7053.49,,,89.35,
1982-08-24,874.9,744.9,,7088.99,,,84.35,
1982-08-25,884.89,744.9,,7126.6,,,76.35,
1982-08-26,892.41,744.9,,7153.38,,,87.35,
1982-08-27,883.47,744.9,,7185.1,,,83.35,
1982-08-28,,,,7127.82,,,,
1982-08-30,893.3,744.9,,7118.85,,,79.35,
1982-08-31,901.31,744.9,,7123.38,,,81.35,
1982-09-01,895.05,744.9,,7152.55,,,75.35,
1982-09-02,909.4,744.9,,7125.91,,,64.35,
1982-09-03,925.13,744.9,,7175.59,,,77.35,
1982-09-04,,,,7209.99,,,,
1982-09-06,,744.9,,7219.33,,,,
1982-09-07,914.28,744.9,,7209.45,,,72.35,
1982-09-08,915.75,744.9,,7189.49,,,63.35,
1982-09-09,912.53,744.9,,7124.01,,,65.35,
1982-09-10,906.82,744.9,,7105.03,,,66.35,
1982-09-11,,,,7072.38,,,,
1982-09-13,918.69,744.9,,7073.93,,,69.35,
1982-09-14,923.01,742.75,,7096.3,,,67.35,
1982-09-15,930.46,742.75,,,,,43.35,
1982-09-16,927.8,742.75,,7087.9,,,45.35,
1982-09-17,916.94,742.75,,7062.51,,,54.35,
1982-09-20,916.3,742.75,,7042.63,,,48.35,
1982-09-21,934.79,742.75,,7040.28,,,49.35,
1982-09-22,927.61,742.75,,7071.1,,,42.35,
1982-09-23,925.77,742.75,,,,,43.35,
1982-09-24,919.52,742.75,,7066.04,,,43.35,
1982-09-25,,,,7033.08,,,,
1982-09-27,920.9,742.75,,6975.5,,,29.35,
1982-09-28,919.33,743.05,,6940.51,,,42.35,
1982-09-29,906.27,743.05,,6979.09,,,41.35,
1982-09-30,896.25,743.05,,6910.73,,,49.35,
1982-10-01,907.74,743.05,,6849.78,,,145.35,
1982-10-02,,,,6877.9,,,,
1982-10-04,903.61,743.05,,6942.22,,,20.35,
1982-10-05,907.19,743.25,,6932.12,,,26.35,
1982-10-06,944.26,743.25,,6974.35,,,36.35,
1982-10-07,965.97,743.25,,7114.64,,,44.35,
1982-10-08,986.85,743.45,,7361.57,,,67.35,
1982-10-09,,,,7358.1,,,,
1982-10-11,1012.79,743.45,,,,,,
1982-10-12,1003.68,743.45,,7413.25,,,83.35,
1982-10-13,1015.18,743.45,,7411.58,,,70.35,
1982-10-14,996.87,743.45,,7414.8,,,76.35,
1982-10-15,993.1,743.45,,7373.51,,,74.35,
1982-10-18,1019.22,743.45,,7370.2,,,77.35,
1982-10-19,1013.8,743.45,,7371.65,,,73.35,
1982-10-20,1034.12,743.45,,7378.04,,,96.35,
1982-10-21,1036.98,743.55,,7319.96,,,89.35,
1982-10-22,1031.46,743.55,,7324.04,,,93.35,
1982-10-23,,,,7308.07,,,,
1982-10-25,995.13,744.1,,7304.92,,,101.35,
1982-10-26,1006.07,744.55,,7199.61,,,97.35,
1982-10-27,1006.35,744.55,,7269.96,,,95.35,
1982-10-28,990.99,744.55,,7291.47,,,87.35,
1982-10-29,991.72,744.65,,7259.15,,,88.35,
1982-10-30,,,,7295.92,,,,
1982-11-01,1005.7,745.05,,7334.64,,,87.35,
1982-11-02,1022.08,745.05,,7395.62,,,,
1982-11-03,1065.49,745.05,,,,,80.35,
1982-11-04,1050.22,746.15,,7515.9,,,77.35,
1982-11-05,1051.78,745.55,,7528.96,,,74.35,
1982-11-06,,,,7538.82,,,,
1982-11-08,1037.44,745.55,,7551.66,,,73.35,
1982-11-09,1060.25,745.65,,7576.4,,,76.35,
1982-11-10,1044.52,745.65,,7688.18,,,70.35,
1982-11-11,1054.73,745.65,,7708.32,,,,
1982-11-12,1039.92,745.65,,7689.41,,,70.35,
1982-11-13,,,,7697.53,,,,
1982-11-15,1021.43,745.65,,7762.23,,,73.35,
1982-11-16,1008,745.65,,7698.3,,,76.35,
1982-11-17,1027.5,745.65,,7740.1,,,68.35,
1982-11-18,1032.1,745.65,,7785.43,,,64.35,
1982-11-19,1021.25,745.65,,7854.92,,,62.35,
1982-11-22,1000,745.65,,7901.56,,,69.35,
1982-11-23,990.99,745.65,,,,,79.35,
1982-11-24,1000,745.65,,7846.77,,,78.35,
1982-11-25,,745.65,,7837.26,,,,
1982-11-26,1007.36,745.65,,7890.38,,,74.35,
1982-11-27,,,,7898.93,,,,
1982-11-29,1002.85,745.65,,7936.19,,,83.35,
1982-11-30,1039.28,745.65,,7895.62,,,82.35,
1982-12-01,1031.09,745.65,,7966.77,,,77.35,
1982-12-02,1033.11,745.65,,8001.07,,,78.35,
1982-12-03,1031.36,745.65,,7991.65,,,74.35,
1982-12-04,,,,7991.57,,,,
1982-12-06,1055.65,745.65,,8020.53,,,72.35,
1982-12-07,1056.94,745.65,,8026.99,,,75.35,
1982-12-08,1047.09,745.65,,8004.11,,,76.35,
1982-12-09,1027.96,745.65,,7945.25,,,74.35,
1982-12-10,1018.76,745.65,,7870.85,,,78.35,
1982-12-11,,,,7852.06,,,,
1982-12-13,1024.28,745.65,,7885.57,,,76.35,
1982-12-14,1009.38,745.65,,7913.62,,,91.35,
1982-12-15,992.64,745.65,,7882.95,,,100.35,
1982-12-16,990.25,745.65,,7828.92,,,99.35,
1982-12-17,1011.5,745.65,,7865.88,,,97.35,
1982-12-20,1004.51,745.65,,7858.04,,,102.35,
1982-12-21,1030.26,746.95,,7810.15,,,99.35,
1982-12-22,1035.04,746.95,,7772.32,,,97.35,
1982-12-23,1045.07,746.95,,7830.88,,,94.35,
1982-12-24,,746.95,,7904.98,,,,
1982-12-25,,,,7928.85,,,,
1982-12-27,1070.55,747.85,,8015.07,,,,
1982-12-28,1058.87,747.85,,8016.67,,,,
1982-12-29,1059.6,747.85,,,,,,
1982-12-30,1047.37,747.85,,,,,,
1982-12-31,1046.54,747.95,,,,,,
1983-01-03,1027.04,747.85,,,,,102.35,
1983-01-04,1046.08,747.85,,8021.4,,,93.35,
1983-01-05,1044.89,748.95,,8066.15,,,95.35,
1983-01-06,1070.92,748.95,,8120.51,,,99.35,
1983-01-07,1076.07,748.95,,8169.29,,,109.35,
1983-01-08,,,,8210.02,,,,
1983-01-10,1092.35,749.1,,8172.66,,,113.35,
1983-01-11,1083.79,749.1,,8079.63,,,114.35,
1983-01-12,1083.61,749.1,,8039.85,,,109.35,
1983-01-13,1073.95,749.1,,8099.06,,,115.35,
1983-01-14,1080.85,749.1,,8088.53,,,118.35,
1983-01-17,1084.81,749.75,,8082.73,,,110.35,
1983-01-18,1079.65,749.75,,8028.28,,,115.35,
1983-01-19,1068.06,749.75,,7968.68,,,120.35,
1983-01-20,1070.82,750.85,,7923.31,,,116.35,
1983-01-21,1052.98,750.85,,7989.41,,,114.35,
1983-01-22,,,,7892.36,,,,
1983-01-24,1030.17,751.15,,7833.99,,,115.35,
1983-01-25,1042.03,751.15,,7803.18,,,117.35,
1983-01-26,1037.99,751.15,,7962.51,,,116.35,
1983-01-27,1063.65,751.15,,7942.32,,,117.35,
1983-01-28,1064.75,751.15,,8014.61,,,123.35,
1983-01-29,,,,8092.28,,,,
1983-01-31,1075.7,751.15,,8103.47,,,121.35,
1983-02-01,1059.79,751.15,,8105.52,,,117.35,
1983-02-02,1062.64,752.25,,8108.05,,,116.35,
1983-02-03,1064.66,752.25,,7991.29,,,121.35,
1983-02-04,1077.91,752.25,,8012.64,,,116.35,
1983-02-05,,,,8022.89,,,,
1983-02-07,1087.1,752.25,,8010.91,,,115.35,
1983-02-08,1075.33,752.25,,8027.2,,,115.35,
1983-02-09,1067.42,752.25,,7995.93,,,110.35,
1983-02-10,1087.75,752.25,,8017.56,,,108.35,
1983-02-11,1086.5,752.25,,,,,109.35,
1983-02-12,,,,8093.96,,,,
1983-02-14,1097.1,752.25,,8132.02,,,101.35,
1983-02-15,1093.1,752.25,,8135.42,,,106.35,
1983-02-16,1087.43,752.25,,8145.41,,,111.35,
1983-02-17,1088.91,752.25,,8106.27,,,105.35,
1983-02-18,1092.82,752.25,,8048.31,,,103.35,
1983-02-21,,752.25,,7987.27,,,,
1983-02-22,1080.4,752.25,,7918.16,,,104.35,
1983-02-23,1096.94,752.25,,7931.65,,,99.35,
1983-02-24,1121.81,752.25,,7984.25,,,101.35,
1983-02-25,1120.94,752.25,,8056.04,,,97.35,
1983-02-26,,,,8046.58,,,,
1983-02-28,1112.62,752.25,,8085.57,,,95.35,
1983-03-01,1130.71,752.25,,7988.85,,,95.35,
1983-03-02,1135.06,754.75,,8013.3,,,95.35,
1983-03-03,1138.06,754.75,,8005.02,,,98.35,
1983-03-04,1140.96,754.75,,8014.7,,,101.35,
1983-03-05,,,,8037.03,,,,
1983-03-07,1141.74,754.75,,8041.16,,,96.35,
1983-03-08,1119.78,754.75,,8026.99,,,89.35,
1983-03-09,1132.64,755.45,,8008.25,,,85.35,
1983-03-10,1120.94,755.45,,8027.64,,,87.35,
1983-03-11,1117.74,755.45,,8081.44,,,92.35,
1983-03-12,,,,8064.2,,,,
1983-03-14,1114.45,756.65,,8089.03,,,89.35,
1983-03-15,1124.52,756.65,,8111.83,,,88.35,
1983-03-16,1116,756.65,,8170.13,,,87.35,
1983-03-17,1116.97,757.25,,8195.14,,,84.35,
1983-03-18,1117.74,758.75,,8234.9,,,79.35,
1983-03-21,1125.29,758.75,,,,,80.35,
1983-03-22,1122.97,758.75,,8281.59,,,77.35,
1983-03-23,1140.87,761.55,,8311.12,,,76.35,
1983-03-24,1145.9,761.55,,8340.08,,,75.35,
1983-03-25,1140.09,761.55,,8302.77,,,72.35,
1983-03-26,,,,8319.09,,,,
1983-03-28,1133.32,761.55,,8387.91,,,73.35,
1983-03-29,1131.19,763.55,,8424.13,,,71.35,
1983-03-30,1143.29,763.55,,8446.61,,,70.35,
1983-03-31,1130.03,763.55,,8478.7,,,74.35,
1983-04-01,,763.55,,8469,,,,
1983-04-02,,,,8479.59,,,,
1983-04-04,1127.61,763.55,,8485.82,,,72.35,
1983-04-05,1120.16,763.55,,8420.34,,,76.35,
1983-04-06,1113.49,763.55,,8479.4,,,79.35,
1983-04-07,1117.65,763.55,,8442.45,,,83.35,
1983-04-08,1124.71,763.55,,8435.37,,,83.35,
1983-04-09,,,,8472.81,,,,
1983-04-11,1141.83,765.15,,8475.19,,,87.35,
1983-04-12,1145.32,765.15,,8468.63,,,83.35,
1983-04-13,1156.64,765.15,,8480.44,,,81.35,
1983-04-14,1165.25,765.15,,8554.21,,,79.35,
1983-04-15,1171.34,765.75,,8552.16,,,79.35,
1983-04-18,1183.24,765.75,,8582.53,,,79.35,
1983-04-19,1174.54,766.05,,8541.86,,,80.35,
1983-04-20,1191.47,766.05,,8564.48,,,80.35,
1983-04-21,1188.27,766.25,,8543.06,,,81.35,
1983-04-22,1196.3,766.25,,8563.12,,,83.35,
1983-04-23,,,,8597.38,,,,
1983-04-25,1187.21,766.25,,8596.09,,,87.35,
1983-04-26,1209.46,766.25,,8607.47,,,87.35,
1983-04-27,1208.4,766.25,,8634.79,,,86.35,
1983-04-28,1219.52,767.15,,8636.56,,,88.35,
1983-04-29,1226.2,767.15,,,,,91.35,
1983-04-30,,,,8682.36,,,,
1983-05-02,1204.33,767.15,,8704.39,,,96.35,
1983-05-03,1208.01,767.15,,,,,98.35,
1983-05-04,1212.65,767.15,,8663.04,,,92.35,
1983-05-05,1219.72,767.15,,,,,90.35,
1983-05-06,1232.59,767.15,,8670.64,,,95.35,
1983-05-07,,,,8688.77,,,,
1983-05-09,1228.23,767.15,,8719.88,,,91.35,
1983-05-10,1229.68,767.15,,8667.99,,,91.35,
1983-05-11,1219.72,766.85,,8691.58,,,95.35,
1983-05-12,1214.4,767.15,,8653.9,,,93.35,
1983-05-13,1218.75,767.15,,8629.51,,,94.35,
1983-05-14,,,,8627.11,,,,
1983-05-16,1202.98,767.15,,8591.79,,,89.35,
1983-05-17,1205.79,767.15,,8572.23,,,92.35,
1983-05-18,1203.56,767.15,,8598.84,,,93.35,
1983-05-19,1191.37,767.15,,8584.42,,,87.35,
1983-05-20,1190.02,767.15,,8561.45,,,89.35,
1983-05-23,1200.56,768.95,,8528.64,,,82.35,
1983-05-24,1219.04,769.95,,8563.51,,,80.35,
1983-05-25,1229.01,769.95,,8582.34,,,81.35,
1983-05-26,1223.49,769.95,,8626,,,73.35,
1983-05-27,1216.14,770.75,,8617.92,,,71.35,
1983-05-28,,,,8592.9,,,,
1983-05-30,,770.75,,8622.35,,,,
1983-05-31,1199.98,770.75,,8617.57,,,81.25,
1983-06-01,1202.21,772.25,,8549.7,,,79.75,
1983-06-02,1211.44,773.25,,8517.88,,,75.95,
1983-06-03,1213.04,773.25,,8510.98,,,74.15,
1983-06-04,,,,8520.51,,,,
1983-06-06,1214.24,773.45,,8505.92,,,74.25,
1983-06-07,1194.91,774.45,,8475.3,,,66.95,
1983-06-08,1185.5,774.65,,8445.45,,,64.25,
1983-06-09,1189,775.65,,8468.12,,,72.15,
1983-06-10,1196.11,775.65,,8500.48,,,77.15,
1983-06-11,,,,8562.44,,,,
1983-06-13,1220.55,775.65,,8598.65,,,71.85,
1983-06-14,1227.26,775.65,,8618.38,,,70.45,
1983-06-15,1237.28,776.05,,8608.33,,,65.85,
1983-06-16,1248.3,777.05,,8645.33,,,66.95,
1983-06-17,1242.19,777.05,,8702.68,,,68.45,
1983-06-20,1239.18,777.05,,8711.73,,,55.65,
1983-06-21,1247.4,777.05,,8798.62,,,61.75,
1983-06-22,1245.69,777.05,,8826.88,,,62.65,
1983-06-23,1241.79,777.05,,8813.48,,,61.65,
1983-06-24,1241.69,777.05,,8845.38,,,70.25,
1983-06-25,,,,8888.72,,,,
1983-06-27,1229.47,777.05,,8900.04,,,72.05,
1983-06-28,1209.23,777.05,,8838.24,,,73.45,
1983-06-29,1213.84,777.35,,8844.19,,,73.95,
1983-06-30,1221.96,777.35,,8870.95,,,74.95,
1983-07-01,1225.26,777.35,,8935.66,,,64.75,
1983-07-02,,,,8999.05,,,,
1983-07-04,,777.35,,8971.58,,,,
1983-07-05,1208.53,777.35,,8928.13,,,68.35,
1983-07-06,1220.65,778.35,,8984.88,,,72.65,
1983-07-07,1210.44,778.35,,9015.76,,,67.35,
1983-07-08,1207.23,778.35,,9012.41,,,72.25,
1983-07-09,,,,8995.96,,,,
1983-07-11,1215.54,778.95,,8968.77,,,69.75,
1983-07-12,1198.52,779.85,,8937.21,,,73.45,
1983-07-13,1197.82,779.85,,8883.6,,,73.65,
1983-07-14,1204.33,779.85,,8884.98,,,73.65,
1983-07-15,1192.31,779.85,,8900.02,,,70.55,
1983-07-18,1189.9,780.45,,8885.07,,,66.15,
1983-07-19,1197.12,780.45,,8866.66,,,64.45,
1983-07-20,1227.86,780.45,,8927.32,,,72.95,
1983-07-21,1229.37,780.45,,9019.69,,,71.05,
1983-07-22,1231.17,780.45,,8993.4,,,77.05,
1983-07-23,,,,9014.95,,,,
1983-07-25,1232.87,780.45,,8991.93,,,75.95,
1983-07-26,1243.69,781.45,,9005.48,,,78.35,
1983-07-27,1230.47,781.45,,9062.37,,,79.95,
1983-07-28,1216.35,781.95,,9112.07,,,82.05,
1983-07-29,1199.22,781.95,,9078.75,,,78.65,
1983-07-30,,,,9042.24,,,,
1983-08-01,1194.21,784.25,,9015.58,,,70.75,
1983-08-02,1188,784.25,,9040.43,,,64.25,
1983-08-03,1197.82,784.25,,9016.2,,,,
1983-08-04,1183.09,784.25,,9038.61,,,75.25,
1983-08-05,1183.29,785.15,,8946.66,,,74.05,
1983-08-06,,,,8961.09,,,,
1983-08-08,1163.06,785.15,,8960,,,72.05,
1983-08-09,1168.27,786.65,,8874.22,,,67.35,
1983-08-10,1175.98,786.65,,8878.48,,,72.75,
1983-08-11,1174.39,786.65,,8908.61,,,70.55,
1983-08-12,1182.83,788.15,,8920.82,,,64.05,
1983-08-15,1193.5,788.15,,9020.3,,,73.85,
1983-08-16,1190.45,788.15,,9019.07,,,80.45,
1983-08-17,1206.5,788.15,,9010.08,,,83.45,
1983-08-18,1192.48,788.15,,9089.58,,,85.55,
1983-08-19,1194.21,788.15,,9139.73,,,86.65,
1983-08-20,,,,9137.13,,,,
1983-08-22,1203.15,788.15,,9203.75,,,83.15,
1983-08-23,1192.89,788.15,,9169.18,,,82.45,
1983-08-24,1184.25,788.15,,9147.34,,,81.85,
1983-08-25,1185.06,788.15,,9143.07,,,78.95,
1983-08-26,1192.07,788.15,,9145.54,,,77.75,
1983-08-27,,,,9158.61,,,,
1983-08-29,1194.11,788.65,,9172.54,,,79.85,
1983-08-30,1196.04,789.65,,9195.92,,,80.55,
1983-08-31,1216.16,790.25,,9189.43,,,84.25,
1983-09-01,1206.81,790.35,,9228.35,,,87.65,
1983-09-02,1215.45,790.35,,9183.11,,,81.85,
1983-09-03,,,,9224.77,,,,
1983-09-05,,790.35,,9252.21,,,,
1983-09-06,1238.72,790.75,,9255.11,,,81.85,
1983-09-07,1244.11,790.75,,9355.66,,,86.35,
1983-09-08,1246.14,790.75,,9332.47,,,86.65,
1983-09-09,1239.74,790.75,,9304.01,,,95.95,
1983-09-12,1229.07,790.75,,9355.13,,,88.35,
1983-09-13,1224.09,790.75,,9299.33,,,88.55,
1983-09-14,1229.47,790.75,,9274.11,,,85.95,
1983-09-15,1215.04,790.95,,,,,84.85,
1983-09-16,1225.71,790.95,,9195.66,,,88.05,
1983-09-17,,,,9182.07,,,,
1983-09-19,1233.94,790.95,,9141.25,,,90.25,
1983-09-20,1249.19,790.95,,9254.15,,,90.05,
1983-09-21,1243.29,790.95,,9272.56,,,89.75,
1983-09-22,1257.52,790.95,,9280.3,,,90.05,
1983-09-23,1255.59,790.95,,,,,92.25,
1983-09-24,,,,9314,,,,
1983-09-26,1260.77,790.95,,9345.78,,,91.05,
1983-09-27,1247.97,790.95,,9414.15,,,91.55,
1983-09-28,1241.97,790.95,,9445.32,,,93.85,
1983-09-29,1240.14,790.95,,9432.61,,,90.95,
1983-09-30,1233.13,790.95,,9402.59,,,91.45,
1983-10-01,,,,9446.32,,,,
1983-10-03,1231.3,790.95,,9450.1,,,91.05,
1983-10-04,1236.69,790.95,,9424.34,,,92.15,
1983-10-05,1250.2,790.95,,9491.93,,,95.85,
1983-10-06,1268.8,790.95,,9529.97,,,92.75,
1983-10-07,1272.15,790.95,,9562.48,,,91.65,
1983-10-10,1284.65,790.95,,,,,,
1983-10-11,1265.14,790.95,,9493.09,,,91.95,
1983-10-12,1259.65,790.95,,9563.25,,,90.95,
1983-10-13,1261.38,790.95,,9472.35,,,94.95,
1983-10-14,1263.52,790.95,,9323.63,,,103.15,
1983-10-15,,,,9384.34,,,,
1983-10-17,1268.7,791.05,,9420.9,,,107.75,
1983-10-18,1250.81,791.05,,9349.06,,,104.15,
1983-10-19,1246.75,791.05,,9280.8,,,100.05,
1983-10-20,1251.52,791.15,,9319.55,,,96.65,
1983-10-21,1248.88,791.15,,9370.21,,,95.25,
1983-10-22,,,,9318.98,,,,
1983-10-24,1248.98,791.15,,9260.16,,,100.45,
1983-10-25,1252.44,792.15,,9232.77,,,106.25,
1983-10-26,1243.8,792.15,,9246.55,,,107.65,
1983-10-27,1242.07,792.25,,9323.09,,,106.95,
1983-10-28,1223.48,792.65,,9321.37,,,108.35,
1983-10-29,,,,9301.56,,,,
1983-10-31,1225.2,793.05,,9356.79,,,115.55,
1983-11-01,1229.27,794.05,,9350.91,,,113.75,
1983-11-02,1237.3,794.75,,9344.12,,,111.95,
1983-11-03,1227.13,795.25,,,,,113.85,
1983-11-04,1218.29,795.25,,9341.68,,,111.85,
1983-11-05,,,,9317.2,,,,
1983-11-07,1214.84,795.25,,9316.21,,,111.95,
1983-11-08,1214.94,795.25,,9319.26,,,,
1983-11-09,1232.52,796.75,,9297.1,,,116.85,
1983-11-10,1235.87,796.75,,9244.24,,,113.35,
1983-11-11,1250.2,796.75,,9305.63,,,,
1983-11-14,1254.07,796.75,,9348.52,,,108.35,
1983-11-15,1247.97,796.75,,9379.29,,,110.65,
1983-11-16,1251.32,796.75,,9430.81,,,107.35,
1983-11-17,1254.67,796.75,,9416.95,,,106.95,
1983-11-18,1251.02,796.75,,9386.68,,,106.25,
1983-11-19,,,,9387.83,,,,
1983-11-21,1268.8,796.75,,9409.78,,,104.55,
1983-11-22,1275.81,796.75,,9416.56,,,101.05,
1983-11-23,1275.61,796.75,,,,,94.25,
1983-11-24,,796.75,,9373.54,,,,
1983-11-25,1277.44,796.75,,9340.85,,,92.25,
1983-11-26,,,,9345.1,,,,
1983-11-28,1269.82,796.75,,9294.71,,,95.65,
1983-11-29,1287.2,797.25,,9256.35,,,97.75,
1983-11-30,1276.02,797.25,,9320.24,,,97.35,
1983-12-01,1275.1,797.25,,9336.6,,,99.55,
1983-12-02,1265.24,797.25,,9379.85,,,101.75,
1983-12-03,,,,9406.5,,,,
1983-12-05,1270.53,797.25,,9445.13,,,102.95,
1983-12-06,1269.31,798.25,,9438.79,,,104.65,
1983-12-07,1273.78,798.25,,9404.99,,,107.55,
1983-12-08,1261.89,798.25,,9461.03,,,109.05,
1983-12-09,1260.06,798.45,,9448.9,,,112.25,
1983-12-12,1261.59,798.45,,9442,,,108.85,
1983-12-13,1255.89,799.75,,9385.56,,,108.35,
1983-12-14,1246.65,799.75,,9401.17,,,110.15,
1983-12-15,1236.79,799.95,,9462.43,,,106.15,
1983-12-16,1242.17,799.95,,9530.61,,,106.45,
1983-12-17,,,,9565.64,,,,
1983-12-19,1244.61,799.95,,9484.17,,,102.75,
1983-12-20,1241.97,800.15,,9627.93,,,108.05,
1983-12-21,1254.98,800.15,,9717.65,,,102.95,
1983-12-22,1253.66,800.15,,9709.42,,,96.45,
1983-12-23,1250.51,800.15,,9684.17,,,95.55,
1983-12-24,,,,9704.85,,,,
1983-12-26,,800.15,,9846.57,,,,
1983-12-27,1263.72,800.15,,9883.94,,,92.95,
1983-12-28,1263.21,800.15,,9893.82,,,98.05,
1983-12-29,1260.16,800.15,,,,,96.25,
1983-12-30,1258.64,800.15,,,,,98.75,
1984-01-02,,800.15,,,,,,
1984-01-03,1252.74,800.15,,,,,100.95,
1984-01-04,1269.05,800.15,,9927.11,,,100.45,
1984-01-05,1282.24,800.15,,9946.86,,,105.15,
1984-01-06,1286.64,800.15,,9961.25,,,105.25,
1984-01-07,,,,9982.45,,,,
1984-01-09,1286.22,800.15,,10053.81,,,105.75,
1984-01-10,1278.48,800.15,,10016.21,,,102.95,
1984-01-11,1277.32,800.15,,10072.51,,,106.35,
1984-01-12,1279.31,800.15,,10104.16,,,105.25,
1984-01-13,1270.1,800.15,,10150.97,,,108.45,
1984-01-16,1267.59,800.15,,,,,107.35,
1984-01-17,1271.46,800.15,,10155.57,,,107.05,
1984-01-18,1269.37,800.15,,10100.23,,,107.85,
1984-01-19,1266.02,800.15,,10098.41,,,105.35,
1984-01-20,1259.11,798.6,,10104.07,,,104.65,
1984-01-21,,,,10086.03,,,,
1984-01-23,1244.45,800,,10070.98,,,103.45,
1984-01-24,1242.88,800.8,,10022.92,,,106.25,
1984-01-25,1231.89,801.6,,10115.1,,,101.05,
1984-01-26,1229.69,801.3,,10179.65,,,99.45,
1984-01-27,1230,800.7,,10180.95,,,103.05,
1984-01-28,,,,10206.47,,,,
1984-01-30,1221.52,800.7,,10235.73,,,106.35,
1984-01-31,1220.58,801.3,,10196.1,,,107.95,
1984-02-01,1212.31,800.7,,10200.81,,,105.95,
